"full_name","num_of_brands","brand_diversity_status"
"Beverly Thornlow","33","Medium Diversity"
"Beverly Vawter","19","Low Diversity"
"Beverly Veneracion","54","High Diversity"
"Beverly Verduzco","8","Low Diversity"
"Beverly Wiegner","19","Low Diversity"
"Beverly Young","38","Medium Diversity"
"Biju Jones","9","Low Diversity"
"Bill Berg","13","Low Diversity"
"Bill Hall","23","Medium Diversity"
"Bill Heil","3","Low Diversity"
"Bill Sarne","16","Low Diversity"
"Bill Springfield","2","Low Diversity"
"Bill Stober","28","Medium Diversity"
"Bill Tracy","15","Low Diversity"
"Bill Wroe","14","Low Diversity"
"Bill Wysocki","34","Medium Diversity"
"Bill Young","11","Low Diversity"
"Billie Debekker","2","Low Diversity"
"Billie Latessa","18","Low Diversity"
"Billie Moncivaiz","29","Medium Diversity"
"Billie Wylie","5","Low Diversity"
"Billilyn Whitmer","17","Low Diversity"
"Billy Bergman","19","Low Diversity"
"Billy Buck","13","Low Diversity"
"Billy Chen","14","Low Diversity"
"Billy Coe","26","Medium Diversity"
"Billy Duran","6","Low Diversity"
"Billy Trent","18","Low Diversity"
"Bimal Schmidt","50","High Diversity"
"Birdie Hatter","16","Low Diversity"
"Birgitta Smalley","13","Low Diversity"
"Biship Russo","2","Low Diversity"
"Bishop Meastas","13","Low Diversity"
"Bitty Romero","6","Low Diversity"
"Blain Daugherty","17","Low Diversity"
"Blaise Moody","6","Low Diversity"
"Blake Amick","19","Low Diversity"
"Blanca Almanzor","14","Low Diversity"
"Blanche Griffin","33","Medium Diversity"
"Bo Chaney","33","Medium Diversity"
"Boaz Jones","13","Low Diversity"
"Bob Alexander","69","High Diversity"
"Bob Carrere","17","Low Diversity"
"Bob Dabit","3","Low Diversity"
"Bob Mashburn","12","Low Diversity"
"Bob Pencoff","20","Medium Diversity"
"Bob Sullivan","2","Low Diversity"
"Bob Tompkins","16","Low Diversity"
"Bob Worleg","6","Low Diversity"
"Bobb Staiglesia","26","Medium Diversity"
"Bobbie Gayheart","6","Low Diversity"
"Bobby Hodge","10","Low Diversity"
"Bobby Lundin","55","High Diversity"
"Bobby Quach","2","Low Diversity"
"Bobby Waksdale","29","Medium Diversity"
"Bonnie Abbott","15","Low Diversity"
"Bonnie Afana","26","Medium Diversity"
"Bonnie Aiello","21","Medium Diversity"
"Bonnie Brinton","8","Low Diversity"
"Bonnie Brook","16","Low Diversity"
"Bonnie Bruno","12","Low Diversity"
"Bonnie Crawford","30","Medium Diversity"
"Bonnie Emerson","38","Medium Diversity"
"Bonnie Gyure","10","Low Diversity"
"Bonnie Hamstra","11","Low Diversity"
"Bonnie Lair","15","Low Diversity"
"Bonnie Lepro","20","Medium Diversity"
"Bonnie Martin","2","Low Diversity"
"Bonnie Mcveigh","8","Low Diversity"
"Bonnie OMalley","14","Low Diversity"
"Bonnie Pearl","35","Medium Diversity"
"Bonnie Smith","14","Low Diversity"
"Bonnie Staley","67","High Diversity"
"Bonnie Stevens","50","High Diversity"
"Bonnie Szynskie","18","Low Diversity"
"Bonnie Thiel","2","Low Diversity"
"Bonnie Valett","13","Low Diversity"
"Bonnie Witten","16","Low Diversity"
"Bowan Roger","19","Low Diversity"
"Boyd Cicerelli","21","Medium Diversity"
"Boyd Pusedu","5","Low Diversity"
"Brad Craig","20","Medium Diversity"
"Brad McWherter","22","Medium Diversity"
"Brad Salls","24","Medium Diversity"
"Brad Steele","14","Low Diversity"
"Bradley Doman","55","High Diversity"
"Bradley Lorenzo, Jr.","24","Medium Diversity"
"Brandi Barry","10","Low Diversity"
"Brandi Broom","24","Medium Diversity"
"Brandi Wilson","19","Low Diversity"
"Brandon Burton","6","Low Diversity"
"Brandon Clery","3","Low Diversity"
"Brandon Curtis","21","Medium Diversity"
"Brandon Metz","36","Medium Diversity"
"Brandon Perez","35","Medium Diversity"
"Brandon Rohlke","16","Low Diversity"
"Brandon Vieregg","14","Low Diversity"
"Brandon Ward","46","Medium Diversity"
"Brandy Malone","17","Low Diversity"
"Branna Seul","6","Low Diversity"
"Branwen Benoit","33","Medium Diversity"
"Brenda Blumberg","13","Low Diversity"
"Brenda Carothers","10","Low Diversity"
"Brenda Cashmore","20","Medium Diversity"
"Brenda Coniglio","43","Medium Diversity"
"Brenda Dye","9","Low Diversity"
"Brenda Heaney","56","High Diversity"
"Brenda Hurst","8","Low Diversity"
"Brenda Lambert","13","Low Diversity"
"Brenda Lavery","24","Medium Diversity"
"Brenda Loeffelbein","19","Low Diversity"
"Brenda Marlowe","40","Medium Diversity"
"Brenda Marshall","7","Low Diversity"
"Brenda McElfresh","15","Low Diversity"
"Brenda Proctor","14","Low Diversity"
"Brenda Riley","4","Low Diversity"
"Brenda Sluder","20","Medium Diversity"
"Brenda Sowers","10","Low Diversity"
"Brenda Zagar","12","Low Diversity"
"Brendan Oleson","13","Low Diversity"
"Brent Clark","17","Low Diversity"
"Bret Nielson","38","Medium Diversity"
"Brett Broce","13","Low Diversity"
"Brett Chiero","37","Medium Diversity"
"Brett Hammons","42","Medium Diversity"
"Brett Johnson","15","Low Diversity"
"Brian Abbott","4","Low Diversity"
"Brian Ames","26","Medium Diversity"
"Brian Asleson","4","Low Diversity"
"Brian Atterbury","6","Low Diversity"
"Brian Baca","47","Medium Diversity"
"Brian Ball","38","Medium Diversity"
"Brian Cadotte","15","Low Diversity"
"Brian Campbell","8","Low Diversity"
"Brian Chen","15","Low Diversity"
"Brian Clayton","18","Low Diversity"
"Brian Cocanougher","22","Medium Diversity"
"Brian Cutting","6","Low Diversity"
"Brian Enrico","27","Medium Diversity"
"Brian Hawthorne","49","Medium Diversity"
"Brian Heiser","12","Low Diversity"
"Brian Hodgson","10","Low Diversity"
"Brian Johnston","21","Medium Diversity"
"Brian Jones","54","High Diversity"
"Brian Little","12","Low Diversity"
"Brian Merlo","6","Low Diversity"
"Brian Moore","4","Low Diversity"
"Brian Morales","42","Medium Diversity"
"Brian Nakauchi","5","Low Diversity"
"Brian Rasmussen","15","Low Diversity"
"Brian Raya","25","Medium Diversity"
"Brian Smith","4","Low Diversity"
"Brian Tate","29","Medium Diversity"
"Brian Tingey","8","Low Diversity"
"Brian Turcios","70","High Diversity"
"Brian Walker","33","Medium Diversity"
"Brian Watson","10","Low Diversity"
"Brian Willeford","26","Medium Diversity"
"Bridget Browqett","35","Medium Diversity"
"Bridget Vanotterloo","13","Low Diversity"
"Bridgette Wiles","12","Low Diversity"
"Brittany Malik","51","High Diversity"
"Brittney Valdez","20","Medium Diversity"
"Britton Walker","25","Medium Diversity"
"Broadway Brewer","63","High Diversity"
"Broamma Dembicki","14","Low Diversity"
"Bronson Jacobs","19","Low Diversity"
"Brooke Mitchell","9","Low Diversity"
"Browl Swinford","46","Medium Diversity"
"Brradley Kamley","21","Medium Diversity"
"Bruce Baker","21","Medium Diversity"
"Bruce Berg","9","Low Diversity"
"Bruce Chacon","24","Medium Diversity"
"Bruce Collins","11","Low Diversity"
"Bruce Ferguson","27","Medium Diversity"
"Bruce Kirkpatrick","10","Low Diversity"
"Bruce McDonnell","22","Medium Diversity"
"Bruce McNees","11","Low Diversity"
"Bruce Papetti","5","Low Diversity"
"Bruce Peters","14","Low Diversity"
"Bruce Shafer","7","Low Diversity"
"Bruce Sibert","9","Low Diversity"
"Bruce Tepper","41","Medium Diversity"
"Bruce Weber","26","Medium Diversity"
"Bruce Wood","7","Low Diversity"
"Bruno Balestrieri","17","Low Diversity"
"Bryan Brown","16","Low Diversity"
"Bryan Kelley","6","Low Diversity"
"Bryan Rutledge","13","Low Diversity"
"Bryan Suggett","22","Medium Diversity"
"Bryan White","22","Medium Diversity"
"Bryant Smith","13","Low Diversity"
"Bryndis Foster","7","Low Diversity"
"Buck Megenity","27","Medium Diversity"
"Bunny McCown","32","Medium Diversity"
"Burdy Turner","18","Low Diversity"
"Burnis Biltoft","14","Low Diversity"
"Burt Burks","11","Low Diversity"
"Byron Johnson","15","Low Diversity"
"C. Desilvey","31","Medium Diversity"
"C. James Gillespie","8","Low Diversity"
"Calen Wunderlich","26","Medium Diversity"
"Cali Hufton","12","Low Diversity"
"Calvin Cardas","7","Low Diversity"
"Calvin Carpenter","22","Medium Diversity"
"Calvin Clendenen","23","Medium Diversity"
"Calvin Pochert","14","Low Diversity"
"Calvin Wilson","11","Low Diversity"
"Camille Skeens","65","High Diversity"
"Candice Ashe","16","Low Diversity"
"Candida Elliot","3","Low Diversity"
"Candy Brinlee","28","Medium Diversity"
"Candy Wong","5","Low Diversity"
"Cardona Polley","7","Low Diversity"
"Carey Barnes","6","Low Diversity"
"Carl Beckby","28","Medium Diversity"
"Carl Bravo","31","Medium Diversity"
"Carl Bryant Brown","24","Medium Diversity"
"Carl Dreschel","35","Medium Diversity"
"Carl Hall","29","Medium Diversity"
"Carl Johnson","20","Medium Diversity"
"Carl Massett","2","Low Diversity"
"Carl Morris","20","Medium Diversity"
"Carl Perez, Jr.","24","Medium Diversity"
"Carl Pettit","12","Low Diversity"
"Carl Robinson","60","High Diversity"
"Carl Sonneborn","6","Low Diversity"
"Carl Wesley","23","Medium Diversity"
"Carl White","42","Medium Diversity"
"Carl Williams","18","Low Diversity"
"Carl Zastrow","5","Low Diversity"
"Carla Adams","28","Medium Diversity"
"Carla Bertrand","13","Low Diversity"
"Carla Bolton","21","Medium Diversity"
"Carla Chatwin","10","Low Diversity"
"Carla Eldridge","13","Low Diversity"
"Carla Lammers","33","Medium Diversity"
"Carla Stevenson","3","Low Diversity"
"Carla Stiltner","19","Low Diversity"
"Carla Zubaty","17","Low Diversity"
"Carlo Wheeler","33","Medium Diversity"
"Carlos Anzano","23","Medium Diversity"
"Carlos Briner","4","Low Diversity"
"Carlos Caprio","6","Low Diversity"
"Carlos Lopez","21","Medium Diversity"
"Carlos Rubin","6","Low Diversity"
"Carlos Tackett","15","Low Diversity"
"Carlos Weir","17","Low Diversity"
"Carlos Winslow","7","Low Diversity"
"Carlos Wu","10","Low Diversity"
"Carlton Carlisle","34","Medium Diversity"
"Carmen Schmidt","2","Low Diversity"
"Carmen Wagner","11","Low Diversity"
"Carmenia Spence","4","Low Diversity"
"Carol Ackerman","16","Low Diversity"
"Carol Ann Rockne","13","Low Diversity"
"Carol Bell","11","Low Diversity"
"Carol Berginski","23","Medium Diversity"
"Carol Bond","3","Low Diversity"
"Carol Braunstein","16","Low Diversity"
"Carol Brong","4","Low Diversity"
"Carol Butler","4","Low Diversity"
"Carol Campbell","24","Medium Diversity"
"Carol Chatfield","10","Low Diversity"
"Carol Clark","6","Low Diversity"
"Carol Colletti","8","Low Diversity"
"Carol Cook","35","Medium Diversity"
"Carol Elliott","20","Medium Diversity"
"Carol Exposito","10","Low Diversity"
"Carol Eyster","28","Medium Diversity"
"Carol Fitzsimmons","9","Low Diversity"
"Carol Flynn","39","Medium Diversity"
"Carol Gibson","2","Low Diversity"
"Carol Guilford","5","Low Diversity"
"Carol Herleth","10","Low Diversity"
"Carol Letson","53","High Diversity"
"Carol Lindsay","22","Medium Diversity"
"Carol Mitchell","31","Medium Diversity"
"Carol Nejedly","12","Low Diversity"
"Carol Puckett","11","Low Diversity"
"Carol Ramsey","23","Medium Diversity"
"Carol Runck","23","Medium Diversity"
"Carol Scheulen","21","Medium Diversity"
"Carol Shifflet","10","Low Diversity"
"Carol Shintani","10","Low Diversity"
"Carol Sinclair","25","Medium Diversity"
"Carol Singleton","25","Medium Diversity"
"Carol Snyder","7","Low Diversity"
"Carol Steele","30","Medium Diversity"
"Carol Sullivan","33","Medium Diversity"
"Carol Tancredy","9","Low Diversity"
"Carol Tusting","50","High Diversity"
"Carol Vigil","8","Low Diversity"
"Carol Wacklin","40","Medium Diversity"
"Carol Wakefield","15","Low Diversity"
"Carol Whipple","22","Medium Diversity"
"Carol Wynn","18","Low Diversity"
"Carol York","47","Medium Diversity"
"Carole Graham","16","Low Diversity"
"Carole Hoskins","5","Low Diversity"
"Carole Moran","34","Medium Diversity"
"Carole Weiss","12","Low Diversity"
"Carole Zarah","8","Low Diversity"
"Carolee Brown","4","Low Diversity"
"Caroli Buckhaults","9","Low Diversity"
"Caroline Vicknair","15","Low Diversity"
"Caroline Woodard","12","Low Diversity"
"Carolyn Alumbaugh","10","Low Diversity"
"Carolyn Antrim","19","Low Diversity"
"Carolyn Arellano","45","Medium Diversity"
"Carolyn Birdwhistell","27","Medium Diversity"
"Carolyn Calhoun","4","Low Diversity"
"Carolyn Carlson","10","Low Diversity"
"Carolyn Cartwright","52","High Diversity"
"Carolyn Case","12","Low Diversity"
"Carolyn Chavez","34","Medium Diversity"
"Carolyn Dowdell","19","Low Diversity"
"Carolyn Fisher","26","Medium Diversity"
"Carolyn Herrera","31","Medium Diversity"
"Carolyn Johnson","8","Low Diversity"
"Carolyn Kalbfleisch","17","Low Diversity"
"Carolyn Leon","15","Low Diversity"
"Carolyn Pilcher","21","Medium Diversity"
"Carolyn Spindler","15","Low Diversity"
"Carolyn Staton","57","High Diversity"
"Carolyn Tancredy","16","Low Diversity"
"Carolyn Trau","41","Medium Diversity"
"Carolyn Wagner","9","Low Diversity"
"Carolyn Walters","9","Low Diversity"
"Carolyn Waterbury","11","Low Diversity"
"Carolyn Watson","4","Low Diversity"
"Carolyne Nelson","37","Medium Diversity"
"Carrie Anderson","23","Medium Diversity"
"Carrie Brunda","28","Medium Diversity"
"Carrie Stensvold","5","Low Diversity"
"Carrie Wiley","25","Medium Diversity"
"Carroll Abbate","36","Medium Diversity"
"Carroll Antonio","14","Low Diversity"
"Carroll Kelly","6","Low Diversity"
"Carroll Pressnitz","14","Low Diversity"
"Cary Reed","16","Low Diversity"
"Caryl Esche","49","Medium Diversity"
"Casey Bussey","9","Low Diversity"
"Casilda Walker","12","Low Diversity"
"Cassandra Lee","56","High Diversity"
"Cassie Baker","54","High Diversity"
"Catherine Abahamdeh","19","Low Diversity"
"Catherine Ahlberg","14","Low Diversity"
"Catherine Allen","6","Low Diversity"
"Catherine Beaudoin","2","Low Diversity"
"Catherine Benallich","33","Medium Diversity"
"Catherine Castillo","9","Low Diversity"
"Catherine Castorena","19","Low Diversity"
"Catherine Day","17","Low Diversity"
"Catherine Gilbert","46","Medium Diversity"
"Catherine Hagae","45","Medium Diversity"
"Catherine Hammond","8","Low Diversity"
"Catherine Hathcock","5","Low Diversity"
"Catherine Ketchum","32","Medium Diversity"
"Catherine Kowalewski","61","High Diversity"
"Catherine Maes","5","Low Diversity"
"Catherine Meagher","39","Medium Diversity"
"Catherine Morris","23","Medium Diversity"
"Catherine Park","57","High Diversity"
"Catherine Rhea","26","Medium Diversity"
"Catherine Slentz","61","High Diversity"
"Catherine Tejeda","13","Low Diversity"
"Catherine Turnwall","5","Low Diversity"
"Catherine Urda","23","Medium Diversity"
"Catherine Waterhouse","24","Medium Diversity"
"Catherine Whitney","5","Low Diversity"
"Catherine Yashar","37","Medium Diversity"
"Cathey Quintana","15","Low Diversity"
"Cathie Daghlian","43","Medium Diversity"
"Cathleen Bybee","5","Low Diversity"
"Cathryn Musgrove","15","Low Diversity"
"Cathy Ackerman","4","Low Diversity"
"Cathy Bohn","18","Low Diversity"
"Cathy Filson","8","Low Diversity"
"Cathy Garcia","14","Low Diversity"
"Cathy Mulay","8","Low Diversity"
"Cathy Norwood","7","Low Diversity"
"Cathy Robinson","2","Low Diversity"
"Cathy Sipsy","11","Low Diversity"
"Cathy Sloan","6","Low Diversity"
"Cathy Tamayo","8","Low Diversity"
"Cathy Thomas","24","Medium Diversity"
"Cathy Vine","43","Medium Diversity"
"Cathy Yanaga","6","Low Diversity"
"Ceaser Krueger","18","Low Diversity"
"Cecil Allison","12","Low Diversity"
"Cecil Hill","7","Low Diversity"
"Cecil Martinez","36","Medium Diversity"
"Cecil Stone","51","High Diversity"
"Cecil Ursick","10","Low Diversity"
"Cecilia Grainey","20","Medium Diversity"
"Cecilia Laursen","61","High Diversity"
"Cecilia Rowell","5","Low Diversity"
"Celeste Triebel","4","Low Diversity"
"Celestial Spurgeon","64","High Diversity"
"Celia Haug","33","Medium Diversity"
"Celine Reed","26","Medium Diversity"
"Celvin Bledsoe","21","Medium Diversity"
"Cena Maddox","21","Medium Diversity"
"Chad Allen","3","Low Diversity"
"Chad Batt","15","Low Diversity"
"Chad Biederman","12","Low Diversity"
"Chad Borrelli","15","Low Diversity"
"Chad Hanson","13","Low Diversity"
"Chad Neuhauser","2","Low Diversity"
"Chad Osborne","20","Medium Diversity"
"Chad Tedford","7","Low Diversity"
"Chaillot Retinski","24","Medium Diversity"
"Chandana Hathi","6","Low Diversity"
"Chandria Brunner","12","Low Diversity"
"Chanin Coder","8","Low Diversity"
"Charity Blue","21","Medium Diversity"
"Charlemagne Morse","18","Low Diversity"
"Charlene Hunter","6","Low Diversity"
"Charlene Keller","33","Medium Diversity"
"Charlene Mahanti","11","Low Diversity"
"Charlene Okrongly","3","Low Diversity"
"Charlene Sorenson","15","Low Diversity"
"Charlene Whitney","51","High Diversity"
"Charles Adams","47","Medium Diversity"
"Charles Adler","22","Medium Diversity"
"Charles Bach","7","Low Diversity"
"Charles Barrier","20","Medium Diversity"
"Charles Beaty","48","Medium Diversity"
"Charles Begor","30","Medium Diversity"
"Charles Borge","27","Medium Diversity"
"Charles Boyce","26","Medium Diversity"
"Charles Bradley","19","Low Diversity"
"Charles Chrisman","31","Medium Diversity"
"Charles Christensen","14","Low Diversity"
"Charles Colletti","13","Low Diversity"
"Charles Cone","29","Medium Diversity"
"Charles Cooper","12","Low Diversity"
"Charles Drake","14","Low Diversity"
"Charles Flick","38","Medium Diversity"
"Charles Garrison","45","Medium Diversity"
"Charles Gibbons","19","Low Diversity"
"Charles Gunther","50","High Diversity"
"Charles Hahnlen","12","Low Diversity"
"Charles Hull","47","Medium Diversity"
"Charles Krassowski","5","Low Diversity"
"Charles Lafoe","16","Low Diversity"
"Charles Lee","35","Medium Diversity"
